ID del Beneficiario,Nombre del Beneficiario,Tipo de Crédito,Monto del Crédito,Destino del Crédito,Tipo de Empresa,Sector Económico,Ubicación (Departamento),Zona (Rural/Urbano),Fecha de Otorgamiento,Plazo del Crédito (meses),Tasa de Interés (%),Garantía,Estado del Crédito
446,Beneficiario_446,Kuña Ñamombarete Hagua - FOGAMU,363568174,Tratamiento de residuos sólidos y líquidos,Microempresa,Agroindustrial,Boquerón,Rural,2023-04-11,120,18.0,FOGAMU,En mora
447,Beneficiario_447,Inversión Productiva 2.0 - FOGAPY,466493533,Eficiencia energética,Productor individual,Forestal,Paraguarí,Periurbano,2023-05-26,96,18.0,No tiene garantía,Activo
448,Beneficiario_448,Promandioca - CAH,118018902,Desarrollo de microemprendimientos,Pequeña Empresa,Servicios,San Pedro,Rural,2023-01-21,48,11.5,FOGAMU,Activo
449,Beneficiario_449,Proagro Banana,320992897,Eficiencia energética,Pequeña Empresa,Agricultura Familiar Campesina,Central,Rural,2023-12-30,108,14.0,No tiene garantía,Finalizado
450,Beneficiario_450,Crédito a Través del Descuento de Documento (CDD),300078778,Recolección de aguas de lluvia,Organización legalmente constituida,Agroindustrial,Concepción,Rural,2023-09-21,108,12.0,FOGAMU,Finalizado
451,Beneficiario_451,Proagro Banana,277208994,Cultivo sostenible de frutas y verduras,Microempresa,Artesanal,Presidente Hayes,Rural,2023-08-14,12,13.0,FOGAMU,Activo
452,Beneficiario_452,Mujer Emprendedora,52315732,Ahorro obligatorio (Banca Comunal),Microempresa,Comercio,Amambay,Periurbano,2023-11-08,72,10.0,No tiene garantía,Activo
453,Beneficiario_453,Yvy Ñamombarete Hagua,616334938,Eficiencia energética,Organización legalmente constituida,Forestal,Alto Paraná,Rural,2023-10-12,84,14.0,No tiene garantía,En mora
454,Beneficiario_454,Po Joasá,486467773,Desarrollo de microemprendimientos,Productor individual,Agropecuario,Paraguarí,Rural,2023-07-11,72,12.0,FOGAPY,Finalizado
455,Beneficiario_455,Kuña Ñamombarete Hagua - FOGAMU,49503214,Otros,Productor individual,Comercio,Central,Rural,2023-06-13,120,11.5,No tiene garantía,Activo
456,Beneficiario_456,Proagro CAH,158835140,Energías renovables,Organización legalmente constituida,Agricultura Familiar Campesina,Boquerón,Rural,2023-10-06,12,12.0,No tiene garantía,En mora
457,Beneficiario_457,Mbaretéra,694293917,Ahorro obligatorio (Banca Comunal),Organización legalmente constituida,Artesanal,Itapúa,Semiurbano,2023-05-06,36,14.0,FOGAPY,Finalizado
458,Beneficiario_458,Po Joasá,392183964,Cosecha y almacenamiento,Microempresa,Agropecuario,Caaguazú,Semiurbano,2023-05-07,48,18.0,FOGAPY,En mora
459,Beneficiario_459,Mujer Emprendedora,602101246,Equipamiento turístico,Organización legalmente constituida,Servicios,Ñeembucú,Periurbano,2023-04-27,84,14.0,FOGAMU,En mora
460,Beneficiario_460,Yvy Ñamombarete Hagua,652578358,Cosecha y almacenamiento,Organización legalmente constituida,Servicios,Ñeembucú,Periurbano,2023-04-07,12,13.0,FOGAPY,Activo
461,Beneficiario_461,Po Joasá,660591399,Capital de inversión,Pequeña Empresa,Industrial,Asunción,Urbano,2023-04-27,36,10.0,FOGAPY,Activo
462,Beneficiario_462,Kuña Ñamombarete Hagua - FOGAMU,624138365,Infraestructura sustentable,Microempresa,Comercio,Cordillera,Semiurbano,2023-11-21,72,13.0,FOGAMU,Finalizado
463,Beneficiario_463,Mbaretéra,415044643,Eficiencia energética,Microempresa,Agricultura Familiar Campesina,Alto Paraná,Urbano,2023-11-23,48,14.0,FOGAPY,Activo
464,Beneficiario_464,Banca Comunal,352888847,Cosecha y almacenamiento,Microempresa,Industrial,Itapúa,Urbano,2023-08-02,108,11.5,FOGAMU,Activo
465,Beneficiario_465,Inversión Productiva,587109231,Capital de inversión,Organización legalmente constituida,Industrial,Cordillera,Rural,2023-03-04,84,11.5,No tiene garantía,Activo
466,Beneficiario_466,Juventud Emprendedora,200437993,Recolección de aguas de lluvia,Pequeña Empresa,Forestal,Alto Paraguay,Urbano,2023-12-22,48,10.0,FOGAPY,Finalizado
467,Beneficiario_467,Mbaretéra,261760331,Energías renovables,Productor individual,Forestal,Alto Paraná,Semiurbano,2023-07-12,12,18.0,FOGAMU,Finalizado
468,Beneficiario_468,Turismo Rural 2.0 - Sello Verde,498116365,Desarrollo de microemprendimientos,Microempresa,Turismo,Cordillera,Urbano,2023-05-10,96,15.0,No tiene garantía,Finalizado
469,Beneficiario_469,Proagro Banana,677547428,Infraestructura sustentable,Productor individual,Artesanal,Alto Paraná,Semiurbano,2023-08-15,24,13.0,FOGAPY,Activo
470,Beneficiario_470,Ñepyrura 2.0,644307348,Cultivo sostenible de frutas y verduras,Organización legalmente constituida,Artesanal,Alto Paraguay,Rural,2023-05-01,108,11.5,No tiene garantía,Activo
471,Beneficiario_471,Mbaretéra,9071993,Proyectos productivos rurales/urbanos,Productor individual,Turismo,Central,Periurbano,2023-09-26,60,11.5,FOGAMU,Finalizado
472,Beneficiario_472,Turismo Rural,76450186,Capital de inversión,Productor individual,Agroindustrial,Concepción,Urbano,2023-05-15,12,13.0,FOGAPY,En mora
473,Beneficiario_473,Crédito a Través del Descuento de Documento (CDD),169121192,Desarrollo de microemprendimientos,Microempresa,Agropecuario,Caazapá,Periurbano,2023-03-06,108,11.5,FOGAMU,En mora
474,Beneficiario_474,Mbaretéra,374554125,Recolección de aguas de lluvia,Pequeña Empresa,Agricultura Familiar Campesina,Itapúa,Urbano,2023-10-11,120,14.0,No tiene garantía,Activo
475,Beneficiario_475,Mbaretéra,317511969,Equipamiento turístico,Productor individual,Agricultura Familiar Campesina,Paraguarí,Urbano,2023-04-18,36,13.0,FOGAPY,Finalizado
476,Beneficiario_476,Ñepyrura 2.0,566121200,Recolección de aguas de lluvia,Productor individual,Agricultura Familiar Campesina,Itapúa,Urbano,2023-11-26,48,11.5,FOGAMU,Activo
477,Beneficiario_477,Inversión Productiva,249620573,Cosecha y almacenamiento,Productor individual,Turismo,Alto Paraguay,Rural,2023-01-29,48,15.0,No tiene garantía,Activo
478,Beneficiario_478,Mujer Emprendedora,432472550,Energías renovables,Pequeña Empresa,Agropecuario,Boquerón,Urbano,2023-03-04,36,13.0,FOGAPY,Finalizado
479,Beneficiario_479,Proagro Banana,398122716,Ahorro obligatorio (Banca Comunal),Microempresa,Turismo,Misiones,Semiurbano,2023-01-01,72,13.0,FOGAMU,Finalizado
480,Beneficiario_480,Crédito a Través del Descuento de Documento (CDD),381525448,Equipamiento turístico,Microempresa,Industrial,Amambay,Rural,2023-12-27,108,14.0,FOGAMU,En mora
481,Beneficiario_481,Mbaretéra,133648003,Infraestructura sustentable,Pequeña Empresa,Agropecuario,Guairá,Rural,2023-04-28,48,11.5,No tiene garantía,Activo
482,Beneficiario_482,Turismo Rural 2.0 - Sello Verde,309050319,Energías renovables,Microempresa,Agroindustrial,Alto Paraguay,Urbano,2023-10-13,48,10.0,No tiene garantía,En mora
483,Beneficiario_483,Mujer Emprendedora,515408654,Capital de inversión,Productor individual,Forestal,Concepción,Rural,2023-11-24,60,12.0,FOGAPY,Finalizado
484,Beneficiario_484,Yvy Ñamombarete Hagua,160048584,Cultivo sostenible de frutas y verduras,Microempresa,Industrial,Central,Periurbano,2023-06-28,72,13.0,FOGAPY,Finalizado
485,Beneficiario_485,Turismo Rural 2.0 - Sello Verde,114362334,Equipamiento turístico,Organización legalmente constituida,Turismo,Misiones,Periurbano,2023-02-05,36,15.0,FOGAPY,Activo
486,Beneficiario_486,Inversión Productiva,554410517,Proyectos productivos rurales/urbanos,Productor individual,Agroindustrial,Presidente Hayes,Semiurbano,2023-05-26,120,18.0,FOGAMU,En mora
487,Beneficiario_487,Turismo Rural,645226012,Proyectos productivos rurales/urbanos,Organización legalmente constituida,Agropecuario,Asunción,Urbano,2023-09-01,120,15.0,No tiene garantía,Activo
488,Beneficiario_488,Banca Comunal,109949050,Cultivo sostenible de frutas y verduras,Productor individual,Artesanal,Presidente Hayes,Semiurbano,2023-07-08,60,15.0,FOGAPY,Finalizado
489,Beneficiario_489,Kuña Ñamombarete Hagua - FOGAMU,17205765,Otros,Productor individual,Agricultura Familiar Campesina,Ñeembucú,Rural,2023-06-08,36,13.0,FOGAPY,En mora
490,Beneficiario_490,Ñepyrura 2.0,213083254,Capital operativo,Organización legalmente constituida,Comercio,Misiones,Rural,2023-01-02,96,10.0,FOGAPY,Activo
491,Beneficiario_491,Juventud Emprendedora,378676430,Cultivo sostenible de frutas y verduras,Pequeña Empresa,Agropecuario,San Pedro,Periurbano,2023-08-18,96,18.0,No tiene garantía,Finalizado
492,Beneficiario_492,Proagro CAH,265373319,Otros,Productor individual,Agropecuario,Amambay,Semiurbano,2023-10-07,96,10.0,No tiene garantía,En mora
493,Beneficiario_493,Inversión Productiva 2.0 - FOGAPY,438693404,Capital de inversión,Organización legalmente constituida,Agroindustrial,Concepción,Rural,2023-05-30,108,14.0,FOGAMU,Activo
494,Beneficiario_494,Inversión Productiva 2.0 - FOGAPY,388573904,Energías renovables,Productor individual,Artesanal,Alto Paraguay,Rural,2023-11-07,84,11.5,FOGAMU,Finalizado
495,Beneficiario_495,Yvy Ñamombarete Hagua,499055604,Recolección de aguas de lluvia,Microempresa,Turismo,Alto Paraná,Periurbano,2023-01-11,48,13.0,FOGAMU,Finalizado
496,Beneficiario_496,Estudiantes y Técnicos Egresados de Escuelas Agropecuarias y Otros,441502038,Energías renovables,Organización legalmente constituida,Turismo,Caaguazú,Rural,2023-10-03,24,11.5,FOGAMU,Finalizado
497,Beneficiario_497,Mujer Emprendedora,469520699,Desarrollo de microemprendimientos,Microempresa,Agroindustrial,Cordillera,Urbano,2023-11-13,24,13.0,FOGAPY,Activo
498,Beneficiario_498,Promandioca - CAH,411934084,Recolección de aguas de lluvia,Pequeña Empresa,Turismo,Caazapá,Semiurbano,2023-01-19,96,13.0,FOGAPY,Finalizado
499,Beneficiario_499,Proagro Banana,339724815,Eficiencia energética,Pequeña Empresa,Agricultura Familiar Campesina,Paraguarí,Urbano,2023-08-01,24,14.0,No tiene garantía,Activo
500,Beneficiario_500,Yvy Ñamombarete Hagua,430329939,Capital de inversión,Organización legalmente constituida,Agroindustrial,Cordillera,Periurbano,2023-11-12,24,18.0,FOGAPY,En mora
